word,embedding
conference,"[ 2.4837118e-03  1.0652464e-03 -1.6166009e-03 -3.8492600e-03
 -2.0317253e-04 -3.3070105e-03  3.0946536e-03  4.1844972e-04
  1.2575116e-03  5.7948935e-03 -9.2955417e-04 -3.7314142e-03
 -2.4872518e-03  3.2712803e-03  2.7738004e-03  2.5437626e-03
  4.0313457e-03 -2.3016618e-03  5.4795980e-03  3.7103199e-04
  8.0891646e-04 -4.3862765e-03 -2.8207258e-03 -3.8868829e-03
  9.8046428e-04 -7.9054892e-04 -3.5910776e-03  3.8291297e-03
 -3.8550394e-03  1.0601572e-03  1.9611008e-03 -1.3419045e-03
 -2.1205966e-03 -3.4033863e-03  3.2142894e-03 -1.7236671e-03
 -1.5154210e-03  2.4252913e-03 -1.1233966e-03 -3.8550764e-03
  3.9689397e-03 -3.9982307e-03  3.3150499e-03  7.5129437e-04
 -3.4276722e-03  9.3204042e-05  2.5910013e-03  2.5831254e-03
 -2.2236845e-03  2.7472402e-03 -6.0466635e-03  1.0045116e-03
  1.7944183e-03 -1.4141822e-03  4.1238852e-03 -3.7948356e-03
  2.2786962e-04  2.2910149e-03 -2.7944003e-03  3.4005735e-03
  2.9848865e-03 -2.8704561e-03  1.6040911e-03 -6.4859660e-03
  1.2063507e-03  1.1313515e-03 -2.7809883e-03 -4.0016570e-03
  1.3953490e-04 -2.1791609e-03 -3.0356359e-03  3.1550238e-03
 -1.9403517e-03  2.3196661e-03 -3.3066694e-03 -2.4854396e-03
 -2.9255180e-03 -5.9761396e-03  2.2394292e-03 -4.1305713e-04
  1.3841661e-03 -1.4726254e-03 -5.4389210e-03 -4.9210312e-03
 -2.6057696e-03 -6.7316648e-04 -2.0013358e-03  1.5559536e-03
 -4.5865207e-04 -3.4889819e-03  8.1868697e-04 -4.1635814e-03
  1.6631659e-03 -4.2831274e-03  2.7267786e-03 -1.2729203e-03
  3.6689611e-03  7.0140033e-04  1.1555576e-03  2.1954237e-03]"
in,"[-5.3242402e-04  1.2341448e-03 -5.3656050e-03 -4.7784969e-03
  3.0582193e-03  5.0732153e-03 -3.8331814e-04 -5.6528873e-03
  1.3428009e-03  6.7377533e-03  2.4584539e-03  7.7029850e-05
  3.1239376e-03  4.7591580e-03  3.0433554e-03  1.4578908e-03
 -3.1063859e-03 -5.5672317e-03  1.2785565e-03  4.9696313e-03
 -1.4349627e-03  3.4494807e-03 -3.3830407e-03 -4.2707673e-03
 -8.5408706e-03 -1.2725862e-03  1.5011322e-03  5.9942850e-03
  2.0467739e-03 -7.9064574e-03 -4.8152003e-03 -1.1075733e-03
  6.8243602e-03 -2.5648621e-03  1.0641640e-03  1.8285584e-03
 -2.2874277e-03 -6.9182599e-03  3.8685842e-04  1.5477855e-03
  7.7525624e-03  2.3783733e-04 -4.3826643e-03  3.8695617e-03
 -3.1886792e-03  2.6342813e-03 -2.4217621e-03  8.3201434e-03
 -3.1349370e-03  5.7429075e-03 -3.1021792e-03  4.5655756e-03
 -3.0863071e-03 -1.2629017e-03  4.5871912e-03  2.8334763e-03
 -3.9731665e-04 -4.5283926e-03  5.3650346e-03  2.7448114e-03
 -2.8311636e-03  2.1701804e-03 -5.0861631e-03 -4.3489239e-03
  3.1906611e-03 -7.3014305e-04  8.9436099e-03 -2.4939587e-03
  5.4132962e-03 -2.5150524e-03 -4.0188822e-04 -2.1296912e-03
  6.0357046e-03  2.6463190e-04  4.9042294e-04 -2.6468218e-03
 -6.4687496e-03 -7.8648869e-03 -4.5024557e-03  5.1251701e-03
  1.7921153e-03 -7.7462578e-03 -2.0969321e-03 -5.6185573e-03
 -1.9255844e-03 -2.7194880e-03  6.2853727e-03 -2.7468542e-04
  6.9128028e-03  6.7942441e-03 -5.8311853e-04  6.7113357e-04
 -4.4248318e-03 -6.0470175e-04  4.4965013e-03  4.7957909e-04
 -5.9194057e-03  6.2627653e-03 -1.2948145e-03 -3.6717462e-03]"
delhi,"[-3.30601679e-03 -3.81279446e-04  3.66427377e-03  1.86093486e-04
  1.40697567e-03 -3.82181117e-03 -1.03055274e-04 -3.88837024e-03
 -4.39988356e-03  2.22454686e-03 -4.69151884e-03  9.10329807e-04
  4.39171679e-03 -6.58588891e-04  2.94368831e-03 -8.33377941e-04
  4.92753740e-03  6.68200199e-04  3.74196260e-03 -4.04130947e-03
  4.87018703e-03  3.98639403e-03 -2.80580344e-03 -2.06410582e-03
 -2.09928700e-03  3.94830201e-03  8.53489619e-04  1.91894162e-03
  2.73143267e-03  2.39698938e-03 -2.48653186e-03  4.06670803e-03
 -4.26466504e-05 -4.30404255e-03  9.93792317e-04 -4.62646596e-04
 -4.43920307e-03  7.75902066e-04 -1.18519389e-03  1.19820831e-03
  3.47995199e-04  4.36879403e-04  3.48005415e-04 -2.66910251e-03
  1.55760441e-04  2.97692185e-03 -5.16435551e-03  3.99318989e-03
 -3.92829021e-03  1.66133163e-03  7.09874730e-04  2.10613990e-03
  3.03448946e-03  4.60447930e-03  1.38509495e-03  2.52612564e-03
  3.41997016e-03  3.27061978e-03  4.39469330e-03  3.27482098e-03
  2.23895791e-03  3.31396959e-03  1.84741989e-03  3.57857277e-03
  4.68254881e-03 -8.03550822e-04  2.24003365e-04 -5.38616395e-03
  1.93294510e-03  2.93274177e-03  4.83007543e-03  5.08896867e-03
  2.92446348e-03  2.91093776e-04  2.55041174e-03 -2.37709656e-03
 -3.50243901e-03  4.06235736e-03 -6.53538038e-04  1.22297020e-03
  1.68630364e-03 -4.01998404e-03  3.70823545e-04 -2.93920888e-03
  3.74843087e-03  1.56355056e-03  4.94117942e-03  4.12686821e-03
 -2.07217969e-03 -1.98132358e-03  4.07108990e-03  1.96204451e-03
 -4.69347788e-03  2.26705195e-03  2.16649449e-03  3.32256616e-03
 -2.39198934e-03 -5.98865969e-04  2.92812614e-03  7.62251380e-04]"
there,"[ 3.6817594e-03  4.4918079e-03  2.8122503e-03 -3.0549134e-03
 -7.2716567e-04  4.7835121e-03 -3.2867244e-03  4.5284671e-03
 -9.0755289e-04 -2.7094835e-03 -2.0957994e-03 -1.5472794e-03
 -8.7536039e-04  1.3008125e-03 -2.1026483e-04  3.7229091e-03
  4.1553043e-03 -1.9166361e-04  1.7891445e-03 -1.1051807e-03
 -1.7648947e-03 -3.9998395e-03 -4.0602456e-03 -3.9503351e-03
  1.0558347e-03 -2.7064518e-03  1.7902071e-03  9.5204276e-04
 -1.8158050e-03 -2.2967281e-04 -5.0646733e-03  2.7759909e-03
 -1.7900869e-03 -5.0004395e-03  2.3135722e-03  5.3921004e-04
  2.8604676e-03  9.0767315e-04 -4.2082714e-03  3.2004982e-04
 -2.9185049e-03 -2.6919760e-03  1.8680058e-03 -1.9951349e-03
  2.4067058e-04  3.6063120e-03  3.4151392e-03  4.2104241e-03
 -3.6774733e-04  4.1212905e-03  1.3213493e-03  1.3042120e-03
 -2.9120357e-03 -2.5449928e-03  2.3773855e-03  1.7886495e-03
 -3.7282486e-03  2.3827478e-04 -4.5008482e-03 -5.0787831e-04
  2.3490863e-03 -4.4305320e-03  3.3267459e-03 -8.6765294e-04
  1.8910695e-03  5.1397970e-03  4.6127904e-03  1.2240728e-03
  2.4710761e-04 -8.2453400e-05  4.8775170e-03  2.0902182e-03
  3.2685068e-03 -4.7434922e-03  3.3939607e-03  4.7128676e-03
  3.8739422e-03  1.1916205e-03  1.3248274e-03  1.9454715e-03
 -4.5234496e-03 -5.6215287e-03 -4.8765804e-05 -1.4967953e-03
  2.8783944e-03 -3.6390864e-03  6.0467524e-03 -1.0723699e-03
 -2.5155940e-03  4.9500978e-03  2.7149362e-03 -1.7542435e-03
  3.2382698e-03  4.8160352e-04  2.1578271e-03 -3.5776075e-03
 -5.0211982e-03  9.3389960e-04  2.8502268e-03 -3.0515870e-04]"
were,"[-3.9749509e-03 -1.7749190e-03  3.8421014e-03 -1.8840764e-03
 -4.7899396e-03 -1.3089469e-03 -1.5653787e-03  2.8800394e-03
  4.2094155e-03  2.8543309e-03 -1.1995763e-03  5.0470792e-04
  3.0063202e-03  5.2239682e-04 -2.3336820e-03  8.8070321e-04
  2.8541160e-03  3.5633598e-03  4.0761591e-03  3.4022802e-03
  1.7377675e-03 -4.1903760e-03 -3.4310385e-03 -3.7072038e-03
  1.5445480e-03 -4.2507807e-03  3.6231203e-03  2.8082065e-03
  2.1349504e-03 -1.6205224e-05  2.5293182e-03 -2.9011394e-03
  3.1290557e-03 -3.6424040e-03  3.3713130e-03 -4.5455592e-03
 -1.2054833e-03  4.6297810e-03  1.8555239e-04 -2.0591684e-03
 -4.2548921e-04 -1.4225948e-03  4.5108534e-03 -4.5891483e-03
  4.4865650e-03 -4.5274384e-03 -2.2997991e-03  1.6041530e-03
  2.6755701e-03  4.3332498e-03  5.5699743e-04  1.1263475e-03
 -3.2658663e-03  1.4404715e-03  2.3047286e-03  3.9493088e-03
 -2.7176917e-03  1.0870215e-04  1.6425700e-03 -2.6122571e-04
  4.7789210e-05 -1.8041243e-03  2.3826363e-03 -2.7575158e-03
  3.9012877e-03  3.5789122e-03 -1.6261751e-03  4.3501556e-03
  3.8174237e-03  2.8221051e-03 -1.4507363e-03  3.2906062e-03
 -3.3843229e-03  3.1139080e-03 -1.4174713e-03  4.8412527e-03
 -3.3629194e-03 -3.8112374e-03 -1.2814516e-03  3.2284835e-03
  4.9304850e-03 -4.6624579e-03 -1.8277447e-03 -5.0048172e-03
  4.9689161e-03 -3.6919320e-03 -3.0119598e-03  3.1966658e-03
  2.1479101e-04  1.7911359e-03  4.9847853e-03 -8.7147870e-05
  1.4087613e-03 -3.6545706e-03 -9.7966299e-04 -4.6964805e-03
 -2.8917096e-03  2.6934333e-03 -2.5344160e-03  3.5465998e-03]"
extensive,"[ 5.0587952e-03 -3.1807567e-03 -6.9377065e-04 -1.1425735e-03
  1.0932290e-03  1.6377009e-03 -1.4485663e-04 -2.3837385e-03
 -3.3993043e-03 -1.3769818e-03 -2.4955897e-03 -6.5386982e-04
  2.4189332e-03 -4.4692364e-03 -3.2752072e-03 -3.4393209e-03
 -2.6978946e-03  2.9728846e-03  2.3541863e-04 -4.3196506e-03
  5.8072151e-06 -3.3669325e-03 -4.7807791e-03 -3.6338642e-03
 -8.1466380e-05  2.5490155e-03  4.5212745e-03  1.3304070e-03
 -2.8196804e-03 -1.5254893e-03  4.5566293e-04 -2.2664855e-03
 -2.1406126e-03  2.7252871e-03 -3.1371056e-03 -3.3814830e-03
  5.9477182e-04  1.0329656e-03  3.2954821e-03 -2.4149762e-03
  5.6341034e-03 -3.2609671e-03 -2.9585557e-03  4.7437409e-03
 -2.5299608e-03  4.8702359e-03 -4.4790469e-03  1.9481877e-03
 -3.4217818e-03  1.9202095e-03 -1.4056605e-03 -2.2571904e-03
  1.3060638e-03  5.3311908e-07  2.3148425e-03 -8.4130914e-04
  3.0567066e-03 -5.9860735e-04 -1.7036732e-04 -1.2547267e-03
  4.3565091e-03  7.3102507e-04  2.8957373e-03  2.1967816e-03
  5.3366632e-03 -2.4917002e-03  5.5048880e-03  2.2957111e-03
 -1.6471117e-03 -5.1108128e-03  8.9515338e-04 -2.7406814e-03
 -9.9709758e-04  2.8366465e-03  4.0947036e-03  2.7306527e-03
 -5.4296004e-03 -3.7039150e-03  3.6221731e-04  2.7396898e-03
  3.1818494e-03 -4.6912353e-03  1.9322580e-03 -1.0826080e-03
  3.8454162e-03  1.9482059e-03  3.2730296e-03  1.2214642e-03
  1.8378111e-03  8.1197225e-04 -3.2854876e-03  2.9152352e-03
 -1.9101320e-03  1.4348628e-03 -4.1715018e-03 -2.4362342e-03
  3.8497241e-03 -4.5215786e-03  3.6456911e-03 -8.8408304e-04]"
deliberation,"[ 4.9103191e-03 -4.4294395e-03 -4.0811920e-03 -4.5793675e-04
 -1.9645127e-03 -4.0767016e-03  4.1885083e-03  9.2586345e-04
 -3.0487601e-03  2.9860768e-03 -1.9511672e-03 -2.3952366e-03
  1.8515949e-03 -3.7931248e-03  3.6067353e-03 -4.5653055e-03
  2.6631446e-03 -4.0601386e-05 -2.6418024e-03  4.0951138e-03
 -1.7008482e-03  8.0334413e-04 -4.1349977e-03  5.8274704e-04
  7.0749526e-04 -3.9868159e-03 -3.0324419e-03  1.3314107e-03
  2.7044059e-03  2.2310478e-04  3.0569164e-03 -1.9259588e-03
 -1.4137992e-03 -5.0461306e-03  1.6718198e-04 -4.6713986e-03
 -5.3799315e-04 -3.0779738e-03  4.2320997e-03 -4.8243662e-04
  5.6626566e-04 -3.3663571e-04 -9.6586661e-04  2.9808644e-03
 -1.2544931e-03 -1.6968251e-03  4.6406402e-03 -3.1798086e-03
 -4.9361894e-03 -2.7415592e-03  2.5748566e-03 -2.0311347e-03
 -3.4163715e-03 -3.8302448e-03  2.7779462e-03 -1.5903362e-03
 -2.6782455e-03 -6.2892726e-04 -4.6307831e-03  3.6958752e-03
  9.6021395e-04  2.0411988e-03  4.0959106e-03  1.8801960e-03
 -1.6956351e-03  1.6161731e-04 -5.1040202e-04  2.9554092e-03
 -8.0001616e-04  4.3101492e-05  4.1739624e-03  2.5390144e-03
 -3.0184267e-03 -8.2624704e-04 -2.0292166e-04  1.1475478e-04
 -1.1263181e-03 -1.3830690e-03 -4.7453996e-03 -8.7194791e-04
  2.4834983e-03 -5.1404815e-03 -3.0353877e-03 -1.8912685e-03
  1.0055477e-03  3.8517469e-03 -5.1197509e-04 -3.1007035e-03
  3.1618699e-03 -3.4752586e-03  3.6206676e-04  4.9317409e-03
  4.1097770e-03 -2.6888913e-03 -5.0632836e-04  4.8191356e-03
 -2.9055730e-03  4.5777703e-04 -3.9782338e-03  1.6674460e-03]"
different,"[ 2.8228464e-03  3.1266795e-03  4.3407264e-03  1.4943469e-03
 -4.0583638e-03  2.9945415e-03  2.4562259e-03 -2.4289498e-03
  2.6330336e-03 -3.8244268e-03 -4.5571337e-04  4.3005202e-04
 -3.1653643e-03  1.6458849e-03 -2.5020577e-03 -2.7501760e-03
 -3.9622132e-03  2.6052159e-03  5.0681392e-03 -1.3457316e-03
  2.7079438e-03  4.3353937e-03 -4.1043297e-03  1.4875570e-03
  6.1671942e-04 -7.6535810e-04  1.3162694e-03 -6.7874341e-04
  1.5646708e-04  3.6922875e-03  5.4956524e-04 -3.7489184e-03
 -1.0010543e-03 -3.3309234e-03 -3.4737855e-03 -1.6198203e-04
 -2.3768828e-03 -5.1024677e-03 -4.4917925e-03 -2.4925787e-03
 -3.3161484e-03 -3.7580146e-03 -1.7567223e-03 -3.0751906e-03
  4.1631621e-04 -3.5641127e-04 -2.5045057e-03  3.7769051e-03
  1.9555977e-03 -3.6135156e-04  2.2251515e-03 -1.3651029e-03
 -1.0366880e-03 -4.1730309e-04 -3.4825569e-03  3.2923811e-03
 -4.1539082e-03 -3.3106173e-03  2.5844164e-03  1.3835151e-03
  2.4352283e-03 -4.9234824e-03 -3.7689966e-03  6.9354748e-04
 -3.2808867e-03  3.6122292e-04  2.8513146e-03 -2.5862118e-03
 -3.4963349e-03 -1.4620568e-03  2.0310497e-03 -2.8666002e-03
  1.7152659e-03  1.8160023e-03 -4.4447747e-03  4.2037317e-03
 -3.6691150e-03 -2.5546013e-03  2.6929132e-03 -3.0374543e-03
  4.2964364e-03 -4.7974386e-03  1.8787665e-03 -4.3113707e-03
 -2.4000794e-05 -1.3475833e-04  3.2233743e-03  8.1166526e-04
 -3.5876859e-04  4.2308713e-03  3.7546407e-03 -4.5662438e-03
  2.4531223e-03 -6.2432943e-04  2.0034688e-03  1.3033442e-03
  1.4218151e-03 -3.4139822e-03 -4.2818934e-03 -3.1869630e-03]"
aspect,"[-1.9336174e-03 -3.0419193e-04 -3.8120667e-03 -8.9234143e-04
  4.9991757e-03 -2.3871916e-03 -3.9476608e-03  2.4426342e-03
 -3.5032064e-03  2.5492266e-03 -1.5258940e-03  3.9678933e-03
  2.3331570e-03  1.6606789e-03  4.6274168e-03  1.3196657e-03
 -3.9152447e-03  1.6377169e-03  1.3386216e-03 -1.8440593e-03
  3.2181076e-03  1.1846616e-03 -2.6256773e-03 -4.8281465e-05
 -1.0398278e-03 -2.7884028e-03  4.6407236e-03  4.4029692e-04
 -3.1069573e-03  3.3609138e-03  4.7099083e-03 -2.0593740e-03
 -1.3481062e-04  3.8555698e-04  2.0038441e-04  4.9412013e-03
  2.1171069e-04 -3.7521310e-03  3.4301498e-03 -9.5875666e-04
 -6.3493184e-04 -4.6566851e-03 -1.8855085e-03 -4.2228079e-03
 -4.0573846e-03  1.9545956e-03  3.7682003e-03  5.3614755e-03
 -2.4280553e-04 -1.0762939e-03  1.8269644e-04 -3.0400392e-03
  6.0426816e-04 -3.8885858e-03 -2.6838486e-03  3.6608621e-03
 -2.6258756e-03  2.4160119e-03  3.3646391e-03  1.4846101e-03
 -4.3941783e-03  4.3767067e-03 -2.9129495e-03  1.4501838e-03
 -1.3398785e-03  4.9114926e-03 -3.1065992e-03  3.0806236e-04
 -8.9185126e-04 -1.3288903e-03 -1.8884850e-03 -2.0147727e-03
 -9.0256549e-04  1.7000234e-03 -4.4923145e-03  2.9431968e-03
  1.8791942e-03 -4.4319993e-03 -6.1930754e-05 -2.8261971e-03
 -2.5010691e-03  4.7139009e-03  8.9252763e-04  6.8675232e-04
 -5.0814677e-04 -8.8644883e-04  2.1584085e-03 -1.9163502e-03
  2.8772310e-03  3.5325175e-03  2.7180911e-04  5.0365413e-03
 -3.3812888e-03  2.1731229e-03  1.0323273e-03 -2.1581072e-03
  3.6251228e-03 -6.6273072e-04 -4.5303679e-03  1.0892993e-03]"
relating,"[-3.3043174e-03  4.9436460e-03  3.4253445e-04  4.8647854e-03
  3.2016740e-03 -1.0558288e-03  4.7582359e-04  3.0671956e-03
 -3.2847924e-03  3.0302028e-03 -2.7776270e-03 -4.3353578e-03
 -1.4726303e-03  7.2153192e-04  4.8947488e-03  7.8090449e-04
  3.2002600e-03 -1.6473668e-03  3.3686417e-03 -4.4371616e-03
 -3.4545430e-03  3.2217847e-04 -3.9486638e-03  6.2808231e-04
  3.3486060e-05 -2.7421098e-03  2.7815913e-04  1.6914501e-03
  2.8270222e-03 -3.9139134e-03  1.2904508e-03  2.2684832e-03
 -1.1046554e-03  4.3866960e-03 -4.7691804e-03  3.2052933e-04
 -1.6774688e-03 -3.3454529e-03  6.2575017e-04  4.9783639e-03
  3.2803868e-03 -3.1388709e-03  3.8126621e-03 -4.0583392e-03
 -1.7397553e-03 -4.4285376e-03  2.6583441e-03  7.1600982e-04
 -1.9722406e-03  4.7085569e-03  3.1539453e-03 -1.3139256e-03
  1.8511671e-03 -4.2785084e-04  7.2174316e-04  3.8733298e-03
  1.8437693e-03  2.5587657e-03  3.1184033e-03 -2.5292686e-05
  9.3541457e-04 -3.7045239e-03  2.1362059e-04 -3.5001398e-03
  2.8565100e-03  1.8171977e-03  4.9147131e-03 -9.1989437e-04
 -4.4488400e-04 -4.5238058e-03 -4.7920318e-03  3.9362926e-03
 -3.3463445e-03 -4.2974614e-03  2.0820785e-03 -3.0429019e-03
  4.1864882e-03  4.2624776e-03  1.8863378e-03  4.1197176e-04
 -1.1631504e-04  4.6870071e-03 -1.6771794e-03 -1.4021556e-03
  4.6525276e-04 -2.8663490e-03  1.0352539e-05  9.6728781e-04
  3.7276500e-03  2.1683162e-03 -4.1622398e-03  7.8107440e-04
  1.7344750e-03 -1.1021449e-03 -3.5545060e-03  3.3002875e-03
 -4.3424275e-03  1.7807757e-03  3.2318947e-03  1.1088759e-04]"
police,"[ 2.0255428e-03  7.2100636e-04  1.7553688e-03 -3.8560305e-03
 -1.8188126e-03 -2.9305669e-03 -6.2203850e-04  2.2411498e-03
 -1.4423565e-03  1.5550875e-03  2.2048366e-03 -4.4723437e-03
 -1.1441249e-03  4.7309054e-03 -5.0656707e-04 -3.8683906e-03
  3.9315262e-04 -1.3593740e-03 -5.1508175e-04 -3.5645503e-03
  4.7410754e-04 -4.1741976e-03  1.7655389e-03 -6.2955840e-04
 -4.8737447e-03 -1.5846979e-03  6.2344573e-04  7.7137066e-04
 -4.6443995e-03 -2.4407882e-04 -1.9466606e-03 -2.5372365e-03
  4.4920486e-03 -2.1266108e-03  3.2970738e-03 -1.7971518e-03
  7.6031609e-04 -2.9540737e-03 -2.7755804e-03  2.1155705e-03
  4.9310466e-03 -4.5749266e-03 -3.5790803e-03  3.9343820e-05
 -1.7417349e-03 -3.5558656e-04  3.6280304e-03  3.0036207e-04
  4.7106342e-03 -4.6258490e-03 -4.4767465e-03 -1.9239795e-05
 -3.4689077e-03  2.8781644e-03  4.2088754e-03 -2.6785461e-03
 -4.6784407e-04  1.9298705e-03  4.8304307e-03 -5.1306741e-04
  4.1607214e-04  4.1062292e-03 -5.0084884e-03 -2.3121147e-03
  2.0371208e-03 -5.1240006e-04  1.2429758e-04 -4.0813870e-04
 -1.2581497e-03  3.6940142e-03 -3.6404343e-04  2.1429127e-03
  6.7947886e-04 -3.9507658e-03 -8.8934030e-04  5.8359304e-04
 -1.1075683e-04  2.1399641e-03  2.4513912e-03 -1.6274560e-03
 -3.6849425e-04  2.8680456e-03  2.8277999e-03  4.4366918e-03
 -3.6862690e-03  3.4939832e-04 -1.8182731e-03 -3.4042425e-03
  4.2066611e-03 -3.5505695e-03  4.5902641e-03  1.8418719e-03
 -3.5766126e-03  2.7864735e-04 -4.6713618e-03  3.2125789e-04
 -1.9310198e-03 -1.7455389e-03  4.7491984e-03 -3.7852731e-03]"
force,"[ 5.0474270e-03  3.6848598e-04  4.1497131e-03  2.6601127e-03
 -3.1870572e-05 -5.3891132e-04  1.1015474e-03  2.7963584e-03
  4.7942083e-03 -1.4651717e-03  1.7644266e-03 -3.5744565e-04
 -1.2032413e-03 -3.4593872e-03 -9.0094452e-04  8.2488710e-05
 -4.5657335e-03  2.3444009e-03  4.0727132e-03  1.0023975e-03
 -3.5753543e-03 -4.0778522e-03  5.0116689e-03 -4.9588559e-03
  3.2991555e-03 -1.9950897e-03  5.8705951e-05 -2.2436026e-03
 -4.3349313e-03 -1.9592150e-04 -3.5949876e-03  6.7415985e-04
 -3.2412661e-03 -2.8246443e-04  4.5803813e-03 -1.1922003e-03
  4.5921229e-04 -3.0517434e-03  2.2605886e-03  5.0930558e-03
  5.3314789e-04  3.6196520e-03 -1.4671264e-03  7.7296630e-04
  9.0579217e-04  2.2559869e-03  3.5727592e-04  3.0686429e-03
  6.8114512e-04  4.1014287e-03 -4.7617472e-05  8.2702842e-04
  2.0235577e-03  3.8054902e-03  1.6858410e-04 -4.0782294e-03
  2.2917714e-03  1.2006476e-03 -4.2052642e-03  3.8330641e-04
 -2.6096380e-03 -4.3117884e-03 -8.7676605e-04  4.2279132e-04
  4.6318942e-03 -8.0256839e-04  2.2528586e-03  2.0344069e-04
 -1.5254414e-03 -6.2452559e-04  2.7041188e-03  2.1230078e-03
 -1.3275149e-04  4.4478979e-03 -4.0056468e-03  3.7620768e-03
  1.1502537e-03  1.0436880e-03 -2.3606233e-03 -5.3930713e-04
 -3.9438340e-03 -9.1970032e-05  3.1426277e-03  2.5372379e-03
  1.4716178e-05 -3.8553441e-03  2.2534963e-03  2.0152449e-03
 -1.5637927e-03  2.7616543e-03  2.6717264e-04 -4.2305645e-03
 -2.5190008e-03 -9.1966981e-04  2.1797142e-03 -2.2433458e-03
 -2.0941433e-03 -2.9407025e-03  2.6004852e-03 -4.5630983e-03]"
including,"[ 7.7102584e-04 -2.1004397e-03 -4.9942937e-03  2.5339709e-03
 -3.5130698e-03  5.4170112e-03 -4.6901628e-03 -4.2430977e-03
  4.3846695e-03  3.6514848e-03  1.8718045e-03  1.0295758e-03
  6.0208971e-03 -3.2093661e-04 -6.8225764e-04  2.2674077e-03
  5.2543036e-03  5.6037866e-04  6.6096656e-04  1.2466537e-03
 -1.1962313e-03 -4.1299872e-03  2.4902483e-03  1.1051042e-04
 -2.7314059e-03  2.1904446e-03 -4.7332412e-03  1.5003001e-03
  3.1296916e-03  2.5723479e-03  1.8539894e-03  2.9481442e-03
  8.9597073e-04  2.7298548e-03 -5.8420257e-05 -4.3398086e-03
 -3.1242522e-03 -1.6085283e-04 -4.2324243e-04 -2.5127742e-03
  1.7564675e-03 -4.4637695e-03  2.4746084e-03  2.0512273e-03
 -2.8842301e-03  1.8682871e-03  5.5670517e-04 -2.8639880e-03
 -6.8555295e-04  2.7478910e-03 -4.0838132e-03  2.3430344e-03
 -1.8845521e-03  4.2599561e-03  3.1654444e-03 -1.2004925e-03
  2.2855501e-03  3.8422153e-03  2.9868071e-03  8.1470265e-04
  4.1695316e-03 -2.0266548e-03  4.1600908e-04 -5.8321492e-03
 -2.2854533e-03  1.6443650e-03  3.5787139e-03  2.4588711e-03
  4.6696090e-03 -2.3638711e-03 -3.8318420e-04 -2.3160540e-03
 -2.6483362e-04  3.7072380e-03 -2.7776300e-03 -3.4575462e-03
  3.7506947e-03 -5.2410294e-03  2.5860535e-03  2.1921420e-03
  1.7225157e-03 -3.8159061e-03 -6.4739510e-03 -1.6710678e-03
  4.2215763e-03  7.6988310e-04  2.0075981e-03 -3.2664841e-04
  3.5510152e-03 -3.6329208e-03  2.9906097e-03 -3.9608679e-03
 -5.2786912e-03 -5.3763487e-03 -2.0077947e-04  2.9802094e-03
  4.2356472e-03  3.2038703e-03 -2.9054233e-03 -1.0185670e-03]"
integrating,"[ 6.6671130e-04 -1.5412909e-03 -4.0504683e-04 -2.7594173e-03
  3.4674413e-03  4.8450220e-04  3.7464083e-03 -3.2790857e-03
  2.9957888e-03 -2.8935075e-03 -2.7909176e-03 -1.9964180e-03
  1.6468342e-03  4.3560690e-04  4.5553036e-03  1.6504684e-03
  4.6471348e-03 -2.7483804e-03 -1.2115381e-04  2.5713819e-03
  3.3190011e-03 -2.9894758e-03 -4.5706402e-03 -3.5051042e-05
  5.0739123e-04 -1.4903686e-04 -3.6483428e-03  4.8838062e-03
 -2.3389182e-03 -2.3448158e-03  3.3778939e-03 -1.8727519e-03
  4.4086776e-03  2.2640820e-03  1.2753931e-03 -4.6580634e-03
  3.2994153e-03 -2.0051347e-03  1.8743606e-03  1.2517750e-03
  1.5350885e-03  9.6465735e-04  3.8795117e-03 -4.6542096e-03
 -2.8762387e-03  3.4811397e-03  1.5912836e-03 -2.6420024e-03
  3.4979098e-03  5.1034209e-03  9.3594170e-04 -3.5650865e-03
 -3.7702618e-03 -2.3422320e-03  3.2298504e-03  4.4582891e-03
  9.5212244e-04 -1.5324812e-03 -4.7812322e-03  4.8794262e-03
  1.3469158e-03  4.4168821e-03 -3.3069709e-03 -2.8626241e-03
  9.6003519e-04 -3.0801999e-03  2.3560722e-03  3.3564907e-03
  1.2667052e-03 -1.9505600e-04  2.5647068e-03  4.0705322e-04
 -1.4586160e-04  4.7750366e-03 -4.7353618e-03  1.5006192e-03
 -4.3171044e-03 -4.3898658e-03  3.5497372e-03 -2.9871280e-03
  1.9503220e-03  4.4496584e-04 -8.9083199e-04 -2.0906909e-03
 -1.8290026e-03  2.2774253e-03  5.1274640e-03  8.0282555e-04
  2.9956503e-03 -3.3874204e-03  4.7029299e-03  1.5649874e-03
  2.1406624e-03  4.8933560e-03  2.6894773e-03 -3.4856787e-03
 -8.3467836e-04 -2.9769433e-03  1.6827553e-03 -1.4943396e-03]"
